412,ASX:ANO,12,Materials,False,False,False,False,False,False
413,ASX:SXY,1,Energy,False,False,False,False,True,True
414,ASX:GDX,,,False,False,False,False,False,False
415,ASX:MOT,165,Financials,False,False,False,False,False,False
416,ASX:IJP,,,False,False,False,False,False,False
417,ASX:ZNO,12,Materials,False,False,False,False,False,False
418,ASX:BBUS,165,Financials,False,False,False,False,False,False
419,ASX:PFP,79,Consumer Discretionary,False,False,False,False,False,True
420,ASX:MCP,124,Consumer Staples,False,False,False,False,False,True
421,ASX:GSS,146,Health Care,False,False,False,False,False,False
422,ASX:SST,36,Industrials,False,False,False,False,False,True
423,ASX:GRR,12,Materials,False,False,False,False,False,True
424,ASX:360,193,Information Technology,False,False,False,False,False,False
425,ASX:SPX,12,Materials,False,False,False,False,False,False
426,ASX:MNY,165,Financials,False,False,False,False,True,True
427,ASX:SMR,1,Energy,False,False,False,False,False,True
428,ASX:AQZ,36,Industrials,False,False,False,False,False,True
429,ASX:RBL,79,Consumer Discretionary,False,False,False,False,False,True
430,ASX:AFG,165,Financials,False,False,False,False,False,True
431,ASX:PIA,165,Financials,False,False,False,False,False,False
432,ASX:AMI,12,Materials,False,False,False,False,True,True
433,ASX:ECX,165,Financials,False,False,False,False,True,True
434,ASX:CYL,12,Materials,False,False,False,False,False,False
435,ASX:WAX,165,Financials,False,False,False,False,False,False
436,ASX:OMH,12,Materials,False,False,False,False,False,True
437,ASX:EMR,12,Materials,False,False,False,False,False,False
438,ASX:DUB,193,Information Technology,False,False,False,False,False,False
439,ASX:FDV,216,Communication Services,False,False,False,False,False,False
440,ASX:PAC,165,Financials,False,False,False,False,False,True
441,ASX:CAT,193,Information Technology,False,False,False,False,False,True
442,ASX:SKO,193,Information Technology,False,False,False,False,False,False
443,ASX:VRT,146,Health Care,False,False,False,False,True,True
444,ASX:AMH,165,Financials,False,False,False,False,False,False
445,ASX:BCK,12,Materials,False,False,False,False,False,False
446,ASX:NZK,124,Consumer Staples,False,False,False,False,False,False
447,ASX:TWR,165,Financials,False,False,False,False,False,False
448,ASX:ADH,79,Consumer Discretionary,False,False,False,False,False,True
449,ASX:DCN,12,Materials,False,False,False,False,True,True
450,ASX:RF1,165,Financials,False,False,False,False,False,False
451,ASX:PDN,1,Energy,False,False,False,False,True,True
452,ASX:BTH,193,Information Technology,False,False,False,False,False,False
453,ASX:PE1,,,False,False,False,False,False,False
454,ASX:TGG,165,Financials,False,False,False,False,False,False
455,ASX:RIC,124,Consumer Staples,False,False,False,False,False,True
456,ASX:CBR,79,Consumer Discretionary,False,False,False,False,False,False
457,ASX:CDV,12,Materials,False,False,False,False,False,True
458,ASX:SRV,247,Real Estate,False,False,False,False,False,True
459,ASX:MCR,12,Materials,False,False,False,False,False,False
460,ASX:RUL,193,Information Technology,False,False,False,False,False,True
461,ASX:OGC,12,Materials,False,False,False,False,True,True
462,ASX:CGL,193,Information Technology,False,False,False,False,False,True
463,ASX:CDP,247,Real Estate,False,False,False,False,False,True
464,ASX:GDF,247,Real Estate,False,False,False,False,False,True
465,ASX:WQG,165,Financials,False,False,False,False,False,False
466,ASX:WSP,193,Information Technology,False,False,False,False,False,False
467,ASX:ADT,12,Materials,False,False,False,False,False,False
468,ASX:QVE,165,Financials,False,False,False,False,False,False
469,ASX:PYC,146,Health Care,False,False,False,False,False,False
470,ASX:LVT,193,Information Technology,False,False,False,False,False,True
471,ASX:MYR,79,Consumer Discretionary,False,False,False,False,True,True
472,ASX:VCF,,,False,False,False,False,False,False
473,ASX:MVF,146,Health Care,False,False,False,False,True,True
474,ASX:NCZ,12,Materials,False,False,False,False,True,True
475,ASX:FLN,36,Industrials,False,False,False,False,False,True
476,ASX:TGP,247,Real Estate,False,False,False,False,False,True
477,ASX:NGI,165,Financials,False,False,False,False,True,True
478,ASX:WPP,216,Communication Services,False,False,False,False,True,True
479,ASX:ECF,247,Real Estate,False,False,False,False,False,False
480,ASX:AEI,36,Industrials,False,False,False,False,False,False
