pwh, 2020-05-07, 3.69, 3.83, 3.885, 3.69, 59026
tlx, 2020-05-07, 1.34, 1.38, 1.42, 1.33, 842210
clv, 2020-05-07, 2.15, 2.2, 2.26, 2.12, 314716
bfg, 2020-05-07, 1.11, 1.13, 1.13, 1.075, 223385
nck, 2020-05-07, 4.68, 4.62, 4.72, 4.59, 131743
pai, 2020-05-07, 0.965, 0.975, 0.975, 0.96, 623902
mys, 2020-05-07, 3.74, 3.69, 3.75, 3.68, 72331
pmc, 2020-05-07, 1.22, 1.2, 1.22, 1.2, 127900
chn, 2020-05-07, 1.27, 1.235, 1.28, 1.23, 1497751
gci, 2020-05-07, 1.71, 1.69, 1.71, 1.69, 178478
cwp, 2020-05-07, 4.23, 4.06, 4.26, 4, 133615
eof, 2020-05-07, 2.95, 3.04, 3.04, 2.93, 235948
mir, 2020-05-07, 2.15, 2.12, 2.15, 2.11, 58338
bbn, 2020-05-07, 2.58, 2.68, 2.71, 2.58, 321004
rdc, 2020-05-07, 0.64, 0.69, 0.715, 0.632, 2218465
ive, 2020-05-07, 85.87, 86.92, 87.04, 85.87, 2445
uos, 2020-05-07, 0.695, 0.7, 0.7, 0.695, 1287
rmc, 2020-05-07, 0.87, 0.83, 0.87, 0.83, 96344
aof, 2020-05-07, 2.02, 1.98, 2.02, 1.97, 61977
ht1, 2020-05-07, 1.14, 1.12, 1.15, 1.115, 81351
qri, 2020-05-07, 1.4, 1.385, 1.4, 1.385, 146771
pgf, 2020-05-07, 0.885, 0.87, 0.885, 0.86, 218609
afg, 2020-05-07, 1.45, 1.4, 1.45, 1.375, 410284
pwg, 2020-05-07, 0.875, 0.895, 0.895, 0.875, 11838
vht, 2020-05-07, 1.3, 1.295, 1.31, 1.275, 789741
kar, 2020-05-07, 0.545, 0.565, 0.575, 0.535, 9368285
aqr, 2020-05-07, 3.2, 3.2, 3.23, 3.18, 92069
ofx, 2020-05-07, 1.25, 1.275, 1.28, 1.24, 200779
gxy, 2020-05-07, 0.72, 0.725, 0.74, 0.72, 810830
slc, 2020-05-07, 0.87, 0.835, 0.87, 0.83, 737941
ali, 2020-05-07, 2.12, 2.14, 2.14, 2.12, 25754
cvn, 2020-05-07, 0.2, 0.195, 0.2, 0.195, 1577841
egd, 2020-05-07, 2.51, 2.51, 2.52, 2.51, 15700
zno, 2020-05-07, 1.9, 1.805, 1.905, 1.73, 1595724
mcp, 2020-05-07, 2.62, 2.75, 2.81, 2.6, 542901
pic, 2020-05-07, 0.84, 0.845, 0.845, 0.825, 73100
